
"run.number","line1","line2","initial.villages","fertile.land","barren.land","tribute","probability.fragment","probability.grow","probability.death","probability.attack","placement.distance","moving.distance","conquering.area","links","labels","step","average.hierarchy","social.circumscription","environmental.circumscription","count.villages","all.visible.rivals","average.visible.rivals"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.5448275862068965","0.09869052815364464","0.09292230467044826","145","4406","30.386206896551723"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","14","1.8432835820895523","0.09498394105422253","0.0923342150009433","134","3824","28.53731343283582"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.8169014084507042","0.09827955072205383","0.0926702620788008","142","4180","29.43661971830986"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.8905109489051095","0.09211863623764202","0.0928370137669765","137","3826","27.927007299270073"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","2","0.0977802238121446","0.09294624839478915","138","4098","29.695652173913043"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","2.0142857142857142","0.10293851717902353","0.09223553345388713","140","4300","30.714285714285715"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.657718120805369","0.10343216379237109","0.09296151558915855","149","4732","31.758389261744966"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","6","1.963768115942029","0.09874334984406531","0.09265731058521254","138","4070","29.492753623188406"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.7448275862068965","0.09598428633784371","0.0929921431689209","145","4212","29.048275862068966"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","2.1605839416058394","0.09147186547168067","0.09292017000831465","137","3726","27.197080291970803"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.8590604026845639","0.09629598164981733","0.093399031518137","149","4352","29.20805369127517"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","2.2482758620689656","0.09271060672195543","0.09328895678742799","145","3922","27.048275862068966"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.6832579185520362","0.13371327109227327","0.09445844550088567","221","9158","41.43891402714932"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","14","1.6954732510288066","0.14989321248111684","0.09431682033650868","243","11276","46.40329218106996"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","15","1.6377952755905512","0.17527160370776437","0.09299561447223947","254","13788","54.28346456692913"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","1.841628959276018","0.13325505469958185","0.09446274127956722","221","9084","41.10407239819005"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.7900763358778626","0.1657164943472799","0.0936310271523797","262","13416","51.20610687022901"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","7","1.7451737451737452","0.1731831288793313","0.0931027320267811","259","13858","53.50579150579151"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","1.7259259259259259","0.18785747773089562","0.09276488513830061","270","15696","58.13333333333333"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.75","0.17697545070962792","0.09339278864595113","264","14530","55.03787878787879"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.6094890510948905","0.1763143305922572","0.09335674027533725","274","14956","54.583941605839414"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.988888888888889","0.17180028129395228","0.09358415377402485","270","14166","52.46666666666667"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.7597173144876326","0.18291810171310993","0.09344947891040611","283","16108","56.918727915194346"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","16","1.8188976377952757","0.1643825376258347","0.09329587361706149","254","12900","50.78740157480315"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","2","0.1631317035462363","0.09375422746158824","262","13124","50.091603053435115"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","1.8941605839416058","0.1734962579691397","0.09359581446918364","274","14556","53.12408759124087"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","14","1.6498800959232613","0.24806483926782624","0.09469993625353024","417","32332","77.5347721822542"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","15","1.5923566878980893","0.28509231637507065","0.09448520519229497","471","42036","89.2484076433121"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","1.691382765531062","0.3119403363689407","0.09378630679079869","499","48584","97.3627254509018"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","8","1.651302605210421","0.3156185789300116","0.09369942416478827","499","49310","98.81763527054109"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","17","1.638036809815951","0.31239160259894894","0.09365147161606191","489","47812","97.77505112474438"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.732","0.3041012658227847","0.09416392405063545","500","47474","94.948"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.634050880626223","0.33666922638658425","0.09316368996011903","511","53854","105.3894324853229"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.6334661354581674","0.32268394775329073","0.0937137525846008","502","50764","101.12350597609561"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","14","1.61003861003861","0.32157519182835614","0.09385171790235391","518","52110","100.5984555984556"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.6883116883116882","0.3345506211690662","0.09389692585895437","539","56504","104.83116883116882"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","16","1.8492569002123143","0.28294229890617834","0.0945785965760988","471","41534","88.18259023354565"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","18","1.869120654396728","0.30831456602210655","0.0937711941187156","489","47028","96.1717791411043"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.907815631262525","0.30400040587504107","0.09425686816671552","499","47232","94.65330661322645"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","1.8525896414342629","0.3181829643451513","0.09383667860204914","502","49916","99.43426294820718"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.8904109589041096","0.3311080284376625","0.09336062325051586","511","52712","103.1545988258317"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","15","1.77992277992278","0.31678559210204754","0.0941223547236224","518","51186","98.81467181467181"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","17","2.1316348195329087","0.2829288612969979","0.09464444086108481","471","41316","87.71974522292993"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","2.1733067729083664","0.31332896263049104","0.09408946492511217","502","48866","97.34262948207171"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","2.1193737769080236","0.3241472416953603","0.09359595233966855","511","51514","100.81017612524462"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","2.3406374501992033","0.3073906904029451","0.09428425538353191","502","47800","95.2191235059761"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","14","2.416829745596869","0.3189452302509352","0.09379040848175846","511","50432","98.69275929549902"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","2.585657370517928","0.3042387412375812","0.09438322658732445","502","47108","93.8406374501992"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","15","1.5486725663716814","0.4709148810190589","0.09484029189137788","791","117142","148.09355246523387"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","18","1.9075723830734967","0.5368681458092527","0.09488631558174898","898","151236","168.4142538975501"
"6","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.6165099268547545","0.5730328161580888","0.09463050408053186","957","172420","180.16718913270637"
"8","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","19","1.6423982869379015","0.5731100750819939","0.09423535630065827","934","168214","180.10064239828694"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","12","1.6744930629669157","0.562473825702823","0.09467158856031832","937","165582","176.71504802561367"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","9","1.6193480546792849","0.5804948821360597","0.0943047957513129","951","173566","182.50893796004206"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","14","2.009433962264151","0.5726985643393572","0.09456054454263785","954","171278","179.53668763102726"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","16","1.6659959758551308","0.5990945674044273","0.09446361714591922","994","187222","188.35211267605635"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","15","1.9773429454170959","0.5879688172183186","0.0943738674731841","971","178886","184.22863027806386"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","1.6039024390243903","0.618511886384686","0.09439178758876798","1025","199508","194.6419512195122"
"7","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","19","2.1636971046770603","0.5353175833779709","0.09489124918948433","898","150546","167.64587973273942"
"2","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","13","1.919957310565635","0.5593126460694657","0.09469658079246257","937","164412","175.46638207043756"
"1","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","10","1.8054679284963198","0.5733937627281073","0.09449180742456886","951","171204","180.02523659305993"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","16","2.228630278063852","0.584683674666597","0.0945645230677038","971","177538","182.84037075180225"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","17","1.875251509054326","0.5957517255431325","0.09459892264982916","994","185840","186.96177062374247"
"4","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","11","1.806829268292683","0.6153998147576403","0.09454584748379768","1025","198204","193.36975609756098"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","17","2.399588053553038","0.5827673415114267","0.0946196013505648","971","176694","181.97116374871266"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","18","2.112676056338028","0.5928609632478425","0.09479121564832715","994","184580","185.69416498993965"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","18","2.643666323377961","0.579540862219557","0.09477342945417655","971","175368","180.60556127703398"
"9","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","19","2.3269617706237424","0.592790922751701","0.0947555586684724","994","184218","185.32997987927564"
"3","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","19","2.8846549948506692","0.5778461458238286","0.0949334497907749","971","174278","179.48300720906283"
"5","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","16","1.5278884462151394","0.8960991477129356","0.09508485047153126","1506","425354","282.4395750332005"
"10","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","15","2.0511600237953598","1","0.09512195121951217","1681","528516","314.40571088637716"
"11","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","0","0","0","0","10","0","0"
"11","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","1","1.1","0.010759493670886076","0.08860759493670878","10","32","3.2"
"11","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","2","1.3","0.010759493670886076","0.08876582278481027","10","28","2.8"
"11","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","3","1.3333333333333333","0.014416315049226441","0.09052390998593529","18","70","3.888888888888889"
"11","-20","-18","11","100","90","0.1","0.01","0.5","0","1","10","10","10","false","false","4","1.4444444444444444","0.02689873417721519","0.09178973277074554","36","288","8"
